text,label
VIDEO : FBI SEEKS “PAY TO PLAY” Indictment in Clinton Foundation Investigation – TruthFeed by Amy Moreno,1
Josh Fox on Dakota Access Pipeline Standoff: ‘Where the F*** Is Hillary Clinton Right Now?’ by no author,0
7 Ways Probiotics DETOXIFY Your Body by Sayer Ji,0
"Gravitational Waves Detected, Confirming Einstein’s Theory - The New York Times by Dennis Overbye",0
"Trump Crowd Chants Lock Her Up, Lock Her Up On CNN by IWB",1
’Grey’s Anatomy’ Star Jesse Williams: Trump a ’Pig’ by Jerome Hudson,1
Yale College Republicans Hold Barbecue Next to Union Hunger Strike - Breitbart by Ben Kew,1
no title by Jim,1
"Украина пугает Европу ""призраком России"" by no author",1
Breitbart News Daily: Anti-Trump Media Meltdown Continues - Breitbart by Breitbart News,1
Research Finds That Women As A Group Don’t Pay Taxes by Ricardo Sanchez,0
Phone Lifted Up By Headphone Cord Like Prize Fish - The Onion - America's Finest News Source by no author,1
The Great Move of China 2020 is Underway by no author,1
"Bones Aboard South Korean Ferry Stir Hope, Then Anguish, in Relatives - The New York Times by Choe Sang-Hun",1
no title by AmbrociousXP,1
"Militia That Took Over Wildlife Refuge Acquitted on Conspiracy, Weapons Charges by Cassandra Fairbanks",1
Gentrification and Junk Food: Chopped-Cheese Edition - The New York Times by Ginia Bellafante,0
"Diversity Advocates Slam, Damn, Trump Border Reform - Breitbart by Neil Munro",0
Sessions: ’I Did Not Recuse Myself From Defending My Honor Against Scurrilous and False Allegations’ - Breitbart by Ian Hanchett,1
US Elections Shockwaves Hit Europe by Eric Margolis,0
The 75-Year-Old Arm Wrestler - The New York Times by Adam Glanzman,0
The Comet Ping Pong Gunman Answers Our Reporter’s Questions - The New York Times by Adam Goldman,0
"In the First 19 Days of October, Trump Gave Just $31K to His Own Campaign by Hrafnkell Haraldsson",1
WIKILEAKS Releases: A Vote For Clinton Is A Vote For Big Pharma & Mandatory Vaccination by Heather Callaghan,1
Man Arrested for DUI Wears ’Hold My Beer and Watch This’ T-Shirt in Mugshot by Katherine Rodriguez,1
Are You Ready for Some Football … and Riot Gear and Pepper Spray? - The New York Times by Juliet Macur,0
Caught On Tape: ISIS Destroys Iraqi Abrams With Anti-Tank Missile by Tyler Durden,1
Serving veterans’ mental health needs in Eastern Iowa by Arnaldo Rodgers,1
Belgian Court Jails Islamic State Cell Leaders for Foiled Plot - The New York Times by Alissa J. Rubin,0
3 Quick and Savory Recipes for Peak-of-the-Season Tomatoes - The New York Times by David Tanis,0
"Syrian War Report – November 1, 2016: Syrian Military Deploys Advanced T-90 Battle Tanks to Aleppo | The Vineyard of the Saker by The Saker",1
"Rep Cleaver: Dems ‘Making a Very, Very Serious Mistake’ by Taking African-Americans for Granted - Breitbart by Pam Key",1
"In a North Carolina Town, Terrorism Abroad Raises Apprehension - The New York Times by Sabrina Tavernise",0
Davos Elites See an ‘Abyss’: The Populist Surge Upending the Status Quo - The New York Times by Alexandra Stevenson,0
Israeli Scientists Develop Blood Test to Diagnose Lung Cancer by Breitbart Jerusalem,1
This DIY Dandelion Strawberry Drinking Vinegar is Delicious and Healthy by Ariana,1
"Thomas Jefferson's First Inaugural and the Election of 2016 by Joe Wolverton, II, J.D.",0
Comment on A Humanitarian Crisis is Unfolding at #NoDaplProtest and The Media is Silent — Here’s How You Can Help by geneww1938 by geneww1938,0
Theory of (spiritual and physical) evolution proposed by Persian scientist 600 years before Darwin by stevew,0
Monument enlargement proposal takes Oregon cattlemen by surprise by # 1 NWO Hatr,0
"Messaging-App Comp, Line’s Profit Misses Estimates as Ads Push Meets Slow Growth by no author",1
Where Fountain Pens Are Saved and Sold - The New York Times by Emily Brennan,1
Comment on Khizr Khan Specializes in Programs SELLING US Citizenship by Thomas Moloian by Thomas Moloian,1
The Wisdom Books Of The Old Testament by Roosh Valizadeh,0
"Turkey’s Military Plunges Into Syria, Enabling Rebels to Capture ISIS Stronghold - The New York Times by Tim Arango, Anne Barnard and Ceylan Yeginsu",0
"EPA’s Scott Pruitt Follows Through on Promise to Meet with Governors, Re-establish Trust - Breitbart by Michael Patrick Leahy",1
"""Dumped on Prom Night"" Hillary's election night meltdown by Comrade Otis",0
Top Turkish Delegation Visits Crimea: A Sign of Turkey's Eurasian Future? by Jafe Arnoldski (noreply@blogger.com),0
Trump Appoints Religious Liberty Defender Roger Severino to Head HHS Office for Civil Rights - Breitbart by Dr. Susan Berry,1
"After Peres, Is Peace Possible in the Middle East? by Ron Paul",1
Rusia e India avanzan en el contrato de sistemas antiaéreos S-400 Triumf by RT en español,1
"The Emerging Multipolar World with Saker: Russia, Syria & Recommendations for a Trump Presidency by wmw_admin",0
The truth about what happened to MH17 – a video investigation by The Saker,1
U.S. Suspends Construction on Part of North Dakota Pipeline - The New York Times by Jack Healy and John Schwartz,0
Ellison: I Hope People Protest in the Streets Against ’Cruel’ New Travel Ban - Breitbart by Pam Key,1
"Strange signals coming from deep in space 'probably' aliens, scientists say by no author",1
Can You Erase the Trauma From a Place Like Sandy Hook? - The New York Times by Avi Steinberg,0
"North Korea’s Test of Rocket Engine Shows ‘Meaningful Progress,’ South Says - The New York Times by Choe Sang-Hun",1
Dennis Rodman on North Korea Trip: ’Just Trying to Open a Door’ - Breitbart by Trent Baker,1
Trump’s Climate Contrarian: Myron Ebell Takes On the E.P.A. - The New York Times by Henry Fountain,0
I.O.C. President Says Russian Federations Could Be Barred - The New York Times by Rebecca R. Ruiz,0
Facebook COO Sheryl Sandberg Launches ’Equal Pay’ Campaign for Women - Breitbart by Charlie Nash,1
"Putin Tried to Warn Us About Syria Three Years Ago, but Nobody Listened - Darius Shahtahmasebi by no author",0
Why Trump Had an Edge in the Electoral College - The New York Times by Nate Cohn,0
"Before Elections, Dutch Fear Russian Meddling, but Also U.S. Cash - The New York Times by Danny Hakim and Christopher F. Schuetze",0
One Ally Remains Firmly Behind Donald Trump: The N.R.A. - The New York Times by Nick Corasaniti and Alexander Burns,0
The Russia-Microsoft CyberWar is Underway by no author,1
Comment on Professor who tweeted against PC culture out at NYU by japoa by japoa,0
Thanksgiving at Standing Rock by no author,1
Oscar Plans Are Back On for Syrian Subjects of Nominated Films - The New York Times by Cara Buckley,1
Russian Minister of Economy arrested: A Cold Shower for Liberals and Oligarchs by Jafe Arnoldski (noreply@blogger.com),1
no title by Jethro,1
Clashing Agendas: Antidoping Officials vs. U.S. Olympics Leaders - The New York Times by Rebecca R. Ruiz,0
Musik statt Lärm: Erster Laubbläser mit eingebauter Trompete vorgestellt [mit Video] by noreply@blogger.com (Der Postillon),1
Interview 1227 – New World Next Week with James Evan Pilato by Corbett,1
Chelsea Clinton: ’We All Have a Responsibility to Not Stay Silent Now’ - Breitbart by Jeff Poor,1
Terror Expert: Europe Needs to Brace Itself for ’More and More’ Islamist Attacks - Breitbart by Virginia Hale,1
Physicists Leak Evidence That Supports Elon Musk’s Theory – The Universe Is A Simulation by Quest,1
Crusader Without a Cape Sends Out the Bat Signal in New Jersey - The New York Times by Jesse Coburn,0
"UK in ’Front Seat’ for US Trade Deal, Top Republicans Confirm by Liam Deacon",1
Yoshinori Ohsumi of Japan Wins Nobel Prize for Study of ‘Self-Eating’ Cells - The New York Times by Gina Kolata and Sewell Chan,0
Social Justice Warriors Have Become a Trendy Demographic for Advertisers - Breitbart by Lucas Nolan,1
8 Members of One Family Found Shot to Death in Rural Ohio - The New York Times by Richard Pérez-Peña,1
no title by Julie,1
DHS Pauses Fast-Track H-1B Approvals for Six Months - Breitbart by Neil Munro,0
Re: donald-trump-accepts-the-nomination-public-domain by Anton Ossa,1
Netanyahu Meets African Leaders to Expand Israel Ties by Breitbart Jerusalem,1
First Rise in U.S. Death Rate in Years Surprises Experts - The New York Times by Sabrina Tavernise,0
Review: Taylor Mac’s 24-Hour Concert Was One of the Great Experiences of My Life - The New York Times by Wesley Morris,0
U.N. declares junk food a 'human rights' issue by -NO AUTHOR-,1
"Third Place? In Auction World, Phillips Is Making Strides - The New York Times by Robin Pogrebin",0
BREAKING : Watchdog Group Says Virginia is Prepping to For Mass Voter Fraud – TruthFeed by Amy Moreno,0
"DML Provides Stunning Analysis, Predicts Trump Will Win Presidential Election by A. Griffee",1
Puh-LEEZE! DOJ’s ‘policy’ reminder to FBI is shameless (especially considering THIS) – twitchy.com by Posted At Pm On October,1
Hillary Clinton Planning Trump Russian Agent LIE Since April by The European Union Times,1
Ray Rice to Appear in NFL Social Responsibility Training Video - Breitbart by Dylan Gwinn,1
The FBI Intervenes: James Comey and Hillary Clinton’s Emails by Binoy Kampmark,0
U.S. Demands Return of Drone Seized by Chinese Warship - The New York Times by Helene Cooper,0
"Leaderless and Underfunded, N.J. Transit Had Troubles Well Before Fatal Crash - The New York Times by Patrick McGeehan",0
Legal Analyst Philip Holloway: ‘We Do Not Need Hate Crime Laws’ by Dan Riehl,1
"As La Guardia Is Overhauled, the Check-In Line Starts at the Highway - The New York Times by Patrick McGeehan",0
Jezebel Is Going Down! by no author,1
Re: Are There 4 Million Dead Voters Waiting To Elect Hillary Clinton? by TheCountess De Plorable,1
November 22: Daily Contrarian Reads by David Stockman,1
Freddy Krueger Escapes Shooting – Injures Five At Halloween Party by Edmondo Burr,1
"Pope Francis Donates Politically-Incorrect Fossil Fuel to Heat Ukraine Homes by Thomas D. Williams, Ph.D.",1
NYT’s Peters: ’Lot of Frustration’ Among Democratic Sens Who Think It’s ’Shortsighted’ to Filibuster Gorsuch - Breitbart by Ian Hanchett,1
These Blast Points on Hillary's Campaign... Only The Deep State Is So Precise by no author,1
Lord Heseltine confesses to “strangling a dog” – the funniest Twitter reactions by Sausage Machine,1
Oregon Counties Declare Sanctuary Status Against Gun Control by AWR Hawkins,1
Trump Meets With Some Vocal Critics: Editors at Vanity Fair and Vogue - The New York Times by Laura M. Holson,1
Media’s Heads EXPLODE When City’s Biggest Police Union Awards Sheriff David Clarke ‘Man of the Year’ by Scott Osborn,1
Mint Suspends Silver Eagle Production – 2008 Redux? by admin,1
Inquiry Opens Into How a Network of Marines Shared Illicit Images of Female Peers - The New York Times by Dave Philipps,0
"Forget judges, Twitter has been suggesting some true “Enemies Of The People” by Poke Staff",1
Benjamin Netanyahu Questioned in Israel Graft Inquiry - The New York Times by Isabel Kershner,0
"In Sweden, Happiness in a Shorter Workday Can’t Overcome the Cost - The New York Times by Liz Alderman",0
"Pelosi: When Republicans Voted For Trump, It Was Like ’Any Mammal Will Do’ - Breitbart by Pam Key",1
GWB Daughter Barbara Bush to Keynote Planned Parenthood Fundraiser by Dr. Susan Berry,1
Watch: Kansas City Drive-By Shooting Caught on Dash Cam - Breitbart by Breitbart TV,1
The Atlantic’s Molly Ball on Trump’s Speech: ’That Was Not Candidate Trump At All’ - Breitbart by Pam Key,1
White House Officials Say Trump Isn’t Target of Any Investigation - The New York Times by Mark Landler,0
Why’d You Do That? Running a Photo of a Killer on the Home Page - The New York Times by Liz Spayd,0
Trump May Or May Not Be Aware Of The Plan: “A Move On The Chess Board That Others Are Not Considering” by Contributing Author,0
"Despite Failure of North Carolina Boycott, NCAA to Renew Game Ban Against Bathroom Bill - Breitbart by Warner Todd Huston",1
no title by Al Bundy,1
The Media Try Blaming Donald Trump for Gianforte in Montana - Breitbart by Joel B. Pollak,1
The Who and How of the Recording Studio by johnston.a,0
CA Dem Make Massive Move to DESTROY Rule of Law… Spread This EVERYWHERE by C.E. Dyer,1
"To the First Lady, With Love - The New York Times by Chimamanda Ngozi Adichie, Gloria Steinem, Jon Meacham and Rashida Jones",0
Hacking Accusations Against Russia Are Sign of Washington's Desperation by no author,0
"Hillary Clinton’s Campaign, Cautious but Confident, Begins Considering Running Mates - The New York Times by Patrick Healy",0
"Historians, Police and Others Argue What Makes Orlando Massacre ‘Worst’ - The New York Times by Richard Pérez-Peña",0
Monsanto Wants To Patent The Marijuana Genome! These People Are Trying To Stop Them by Dikran Arakelian (noreply@blogger.com),1
What Trump Accomplished During ‘Positive and Productive’ Meetings with China by Charlie Spiering,1
"Christmas Markets Are Beloved Tradition, but a Challenge to Protect - The New York Times by Alissa J. Rubin",0
U.S. Taxpayers Pay AT&T Millions of Dollars a Year For the Privilege of Spying on Them by Michael Krieger,0
Gene Wilder’s Understated Nuttiness - The New York Times by Wesley Morris,0
This is What Happens When a Currency Hits an All-Time Low by The Doc,0
'This Is Us' Star Reveals How 'Heartbreaking' It Was to Join Weight Watchers When She Was Just 11 by Conor Swanberg,0
The Geopolitics of Russia-Egypt Relations by South Front,0
Puberty Before Age 10: A New ‘Normal’? by REALdeal,0
US-Korean Relations and the New US President | New Eastern Outlook by Author,0
Elena Ferrante’s Picture Book Embraces the Dark Side - The New York Times by Maria Russo,0
Stress Over Family Finances Propelled Hillary Clinton Into Corporate World - The New York Times by Amy Chozick,0
"The Met Opera’s ‘Rusalka’ Is a Dark, Sexy Hit - The New York Times by Anthony Tommasini",0
"Trump Vows To ""Renovate"" the Bill of Rights by no author",0
Trump’s Walk of Fame star smashed with a sledgehammer (VIDEO) by RT,1
Susan Rice: Donald Trump ‘Stone Cold Crazy’ for Appointing Steve Bannon to NSC - Breitbart by Charlie Spiering,1
YOUR SUSPICIONS ABOUT GMO CROPS WERE JUST CONFIRMED BY A NYT REPORT by Iron Sheik,1
It Just Got WAY BIGGER: Wikileaks Bombshell Reveals Clinton Email “Where They Are Literally Pricing How Much It Costs to Transport Children” by The Doc,1
"Donnelly: Dear Mr. President-Elect, Please ’Pick a Fight’ with California on Behalf of the American People - Breitbart by Assemblyman Tim Donnelly",0
"Think Tank Scholar or Corporate Consultant? It Depends on the Day - The New York Times by Eric Lipton, Nicholas Confessore and Brooke Williams",0
‘Inferno’ and the Overpopulation Myth by Jonathan Newman,0
Why Did Beijing Slap Down Hong Kong Separatists? To Make a Point - The New York Times by Chris Buckley,0
Comey Must Explain Why He Advised Obama Not to Publicly Accuse Russia of Hacking Democrats by Sarah Jones,1
"On Supreme Court Split, Senators Agree: It’s Bad for the Country - The New York Times by Matt Flegenheimer",0
"Afghan Forces Push Taliban Out of Kunduz Center, Officials Say - The New York Times by Mujib Mashal and Najim Rahim",0
CPAC: DeVos Wants to ‘Find Common Ground’ with Teachers’ Unions by Dr. Susan Berry,1
"BREAKING : LGBT Group Endorses Trump, Says, “Hillary is Detrimental for Gays” – TruthFeed by Amy Moreno",1
"Jackie Chan: The Fists, the Fury, the Oscar - The New York Times by Jonah Engel Bromwich",0
White House: Media Making Obamacare Look like ‘Rainbows and Puppies’ by Charlie Spiering,1
Bernie Sanders Fills In For Factory Worker Unable To Take Time Off To Vote - The Onion - America's Finest News Source by no author,1
"Most Primate Species Threatened With Extinction, Scientists Find - The New York Times by Carl Zimmer",0
Simone Biles and Williams Sisters Latest Target of Russian Hackers - The New York Times by Rebecca R. Ruiz,0
US hacking ‘hysteria’ aimed at distracting voters: Putin by admin,1
Social Media Activity Can Show Early Signs of Depression and Schizophrenia by The Independent,1
Dark Matter Rises to its Biggest Challenge… and Succeeds! (Synopsis) [Starts With a Bang] | Science and Technology by beforeitsnews.com,1
Ford to Expand U.S. Production of Trucks and S.U.V.s - The New York Times by Bill Vlasic,0
L.S.U. Fires Les Miles After Failure Most Programs Would Love to Experience - The New York Times by Marc Tracy,0
Democratic Socialists of America Triples Membership Since Trump - Breitbart by Ben Kew,1
DELINGPOLE: The EPA’s Air Pollution Scare Is Fake News Myth by James Delingpole,1
Obamacare Repeal Stalled by Moderate Republican Opposition - Breitbart by Sean Moran,0
Liberals urge NASA to release satellite map of “Diwali pollution” in India by Ashwin Kumar,1
Why We Wait For The Future by no author,1
Mark Zuckerberg and Priscilla Chan Pledge $3 Billion to Fighting Disease - The New York Times by Katie Benner,1
Social Justice Warriors Vow to Call the Police on People Wearing “Offensive” Halloween Costumes by Paul Joseph Watson,1
Scientists Say the Clock of Aging May Be Reversible - The New York Times by Nicholas Wade,0
In light of this election….its worth watching by IWB,1
no title by Kevin,1
"Earning a Degree, and Her Daughters’ Admiration - The New York Times by Lori Holcomb-Holland",0
"50 Years After the Cultural Revolution, a Son Awaits Answers on His Father’s Death - The New York Times by Chris Buckley",0
Pro-Putin Parties Show Strength in Russian Parliament Elections - The New York Times by Neil MacFarquhar,0
MTV’s Ira Madison III Calls Jeff Sessions’ Granddaughter ’Prop’ Stolen from Toys R Us - Breitbart by Katie McHugh,1
Saudi Arabia Should Continue to Seek New Revenue Sources - IMF by no author,1
Child dressed as ghost accused of Islamification of Halloween by no author,1
"Kevin Durant and Russell Westbrook, Once a Dynamic Duo, Are Now an Awkward Pairing - The New York Times by Scott Cacciola",0
Respect Your Cat (Not That It Cares) - The New York Times by Abigail Tucker,0
Prudential Suspends Sales of Its Life Policies by Wells Fargo - The New York Times by Stacy Cowley,0
Prepping on a Budget: 4 Food Dehydrators under $75 by Pamela Bofferding,0
Russian nuclear submarines armed with cruise missiles set off to Syria by no author,1
SEAL Team 6 and a Man Left for Dead: A Grainy Picture of Valor - The New York Times by Sean D. Naylor and Christopher Drew,0
Places Most Unsettled by Rapid Demographic Change Are Drawn to Donald Trump by Henry Wolff,1
Donald Trump claims the election will be 'rigged' — and critics have called that preposterous and dangerous by no author,0
Julian Assange claims Hillary Clinton funded by ISIS BACKERS in ‘MOST DAMNING’ leak by wmw_admin,1
The Source of our Rage: The Ruling Elite Is Protected from the Consequences of its Dominance by Charles Hugh Smith,0
Former Student Is Charged in Killings of Ex-Teacher and Their Son - The New York Times by Joseph Goldstein and Al Baker,0
Exclusive--Sen. Ron Johnson: ’What We Do Know About Susan Rice Is You Can’t Believe What She Says’ by Neil W. McCabe,1
Liberalism Past: The Rise of Moral Clarity by Outis Philalithopoulos,0
"Review: In ‘Riverdale,’ Archie Is Hot and Haunted - The New York Times by James Poniewozik",0
The De Facto US/Al Qaeda Alliance by WashingtonsBlog,0
The Brain That Couldn’t Remember - The New York Times by Luke Dittrich,0
National Attention On Ayotte - Hassan (*NH) Senate Race by Old_Logan,0
NYT Admits Key Al Qaeda Role in Aleppo     : by Robert Parry,0
Return Of The Anunnaki? Nine-feet Tall Giants 'Found Living Near Egyptian Pyramids' by Arnold Monteverde (noreply@blogger.com),1
Blacks For Trump Rejoice! Trump Has A Plan To Save You (Video) by Grownmangrumbles,0
Глава ВАК призвал умерить пыл вокруг диссертации Мединского by no author,1
"Trump Overrules Tillerson, Rejecting Elliott Abrams for Deputy Secretary of State - The New York Times by Maggie Haberman, Jonathan Weisman and Eric Lichtblau",0
African Nations Increasingly Silence Internet to Stem Protests - The New York Times by Dionne Searcey and Francois Essomba,0
U.S. Senator Unloads – “May Be the World’s Largest Money Laundering and Influence-Peddling Operation” (VIDEO) by LN Buzz Team,1
Homeschool Families Targeted In District’s ‘Operation Round Up’ by # 1 NWO Hatr,1
no title by hoa minh truong,1
Set Staff Horrified At What Hillary Is Caught Doing After Brutal Interview by Amanda Shea,1
"Health Insurer Hoped to Disrupt the Industry, but Struggles in State Marketplaces - The New York Times by Reed Abelson",0
California Black Lives Matter Proud of Facebook Post Saying They Spit in Police Officer’s Starbucks - Breitbart by Warner Todd Huston,1
DNC ’Russian Hacking’ Conclusion Comes from Google-Linked Firm by Aaron Klein,0
The Long-Term Jobs Killer Is Not China. It’s Automation. - The New York Times by Claire Cain Miller,0
Trump’s Last Campaign Day Spent Fitting In As Much Racism As Possible by Julius Hubris,1
"Report & Wikileaks Reveal How Facebook, Clinton Loyalists Control Your Newsfeed by Claire Bernish",0
Un muerto de 200 kilos tapa y bloquea la luz al final del túnel by Xavi Puig,1
Apostate Evangelicals Are Poised To Become The Deciding Factor In A Hillary Clinton Election Victory by Michael Snyder,0
GOP Sen Sasse: Comey Firing ’Exacerbates the Erosion of Trust in Our Institutions’ - Breitbart by Pam Key,1
"New York City Should Keep ID Data for Now, Judge Rules - The New York Times by Liz Robbins",0
Don’t Diss the Dark Ages by Gillian,1
Artist Accused of Disowning a Painting Testifies - The New York Times by Lori Rotenberk,0
WikiLeaks releases 26th batch of #PodestaEmails from Clinton campaign chair by The European Union Times,1
Physicists Say Consciousness Should Be Considered A State of Matter: The “Non Physical” Is Real by Arjun Walia,0
VIRGIL: The Environmental Protection Agency -- Next Stop on a Guided Tour of the Deep State’s Covert Resistance to Trump by Virgil,0
Crackdown on For-Profit Colleges May Free Students and Trap Taxpayers - The New York Times by Patricia Cohen,0
SUBHUMAN SAVAGES: ISIS shoots helpless disabled girl for delaying their convoy by admin,1
"Obama Is Considering Removing N.S.A. Leader - The New York Times by David E. Sanger, Julie Hirschfeld Davis and Eric Schmitt",0
TRUMP CALLS FOR TEACHING ‘PATRIOTISM’ IN SCHOOLS by no author,1
Lady Gaga Coy on Details of Super Bowl Halftime Show - The New York Times by Benjamin Hoffman,0
"“If Trump Loses, I’m Grabbing My Musket”: Former Congressman Ready to Go Full Revolution by The Doc",1
Iran Launches ’Advanced’ Rockets During Military Exercises by Breitbart Jerusalem,1
Man Who Hacked Celebrities’ Email Accounts Gets 5 Years in Prison - The New York Times by Benjamin Weiser,0
3 Men on Death Row in Louisiana Sue Over Solitary Confinement - The New York Times by Liam Stack,0
Brad Pitt’s Captivating Photographs Of Angelina Jolie by Anonymous Activist,1
Rosie O’Donnell to Melania Trump: ’Divorce’ Donald and ’Flee’ by Jerome Hudson,1
no title by ACT I,1
Huma Abedin Single Handedly Just Brought Down The Entire Clinton Campaign… It’s Much Worse Than We Thought | EndingFed News Network by no author,1
5 Things America Can Learn From Hungary’s Resistance Against The Migrant Masses by Bernie Paprika,0
Federal Complaint Traces Ahmad Khan Rahami’s Steps Before Bombings - The New York Times by Eli Rosenberg,1
Trump Hotels See a YUGE SURGE in Bookings After his HISTORIC WIN! – TruthFeed by Amy Moreno,1
Change.org Launches Petition to Prevent the Tennessee Band from Playing Trump’s Inauguration Parade - Breitbart by Dylan Gwinn,1
Links 11/10/16 by Yves Smith,1
Retracted Paper Linking HPV Vaccine to Behavioral Issues Republished by Admin - Orissa,1
Backfire: Obama Sanctions Allow Trump to Pursue Closer Relations with Russia - Breitbart by Edwin Mora,0
"Nikki Haley Grills U.N. Human Rights Council on Venezuela, ‘Chronic’ Anti-Israel Bias by Adam Shaw",1
The Housing Market Is Unraveling by admin,0
The Secret Cost of Chinese Buffets: Part 1 by no author,0
"With Everything About Trump, What’s a Designer to Do? - The New York Times by Vanessa Friedman",0
Trump’s Shift to ‘Outside-In’ Strategy for Mideast Peace Is a Long Shot - The New York Times by Ian Fisher and Ben Hubbard,0
SJWs in Canada Trying to Get a Prof Fired for Saying Black People are Oppressed by Zeiger,1
Is One Of Richard Russell’s Last And Most Shocking Predictions Now Unfolding? by King World News,0
California Today: Fighting Fire With Fire - The New York Times by Mike McPhate,0
"How Population Growth, Industrial Agriculture And Environmental Pollution May Have Weakened Society by Kshatriya Indransha",0
"Citing Family, Hillary Clinton Affirms Gun-Control Stance - The New York Times by Amy Chozick",0
Life: 6 Great Halloween Costume Ideas For Duos by no author,1
"What Are The Bulges Under Your Green Pantsuit, Hillary? by Starkman",0
"With Choice of Trade Negotiator, Trump Prepares to Confront Mexico and China - The New York Times by Binyamin Appelbaum",0
Timeline of the Mike Flynn Controversy - Breitbart by Neil Munro,0
How to Build a Prepper’s Medical Emergency Kit on a Budget by Ryan Banister,0
"Trump Called Edward Snowden a Traitor, Implied He Should Be Executed by Melissa Dykes",1
The Poet Idolized by a New Generation of Feminists - The New York Times by Emily Witt,0
Truancy crackdown 'Operation Round Up' hunts homeschoolers by no author,1
WE TOLD HER! Budweiser Hits “DELETE” On Beer Ads Featuring Amy Schumer Because… by Mr. Wendal,1
"In California, a Move to Ease the Pressures on Aging Dams - The New York Times by Henry Fountain",0
Farage at CPAC: 2016 Was The Beginning of a Great Global Revolution by Chris Tomlinson,0
"Liberals Brag With Pic Of Hillary, FURIOUS At What Snuck In Behind Her by Alisha Rich",1
Dylann Roof’s Lawyers Argue Against Death Penalty - The New York Times by Mike McPhate,0
"Pedals the Walking Bear Is Dead, New Jersey Officials Believe - The New York Times by Liam Stack",0
Trump Praises Low-Income School Voucher Program Obama Defunded - Breitbart by Dr. Susan Berry,0
Player Makes First Contact with Hidden Aliens in ’Elite: Dangerous’ - Breitbart by Nate Church,1
Senior Haaretz Correspondent Uses New Yorker Satire Piece As Journalistic Source In Jared Kushner Takedown by Deborah Danan,1
Will Michelle Obama Be The Replacement Nominee If The FBI Email Investigation Ends Hillary Clinton’s Campaign? by Michael Snyder,0
Thomas Jefferson: Government’s Role is Defense of God-Given Rights - Breitbart by AWR Hawkins,1
An Ode to ‘the Purple One’: Prince’s Most Memorable Albums - The New York Times by Jon Caramanica,1
Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart by Sen. Rand Paul (R-KY),0
Mainstream Reports Foggy - MoA Outed As Russian Propaganda Site by b,0
The De Facto US/Al Qaeda Alliance by Consortiumnews.com,0
Report: Huma Abedin’s Emails On Weiner’s Laptop Were In a File Marked “Life Insurance” by The Doc,1
Republicans Move to Block Rule on Coal Mining Near Streams - The New York Times by Hiroko Tabuchi,0
"Trump’s Michigan Base Begins to Fall Out of Love with The Donald Over Refugees, Nepotism, and a Slow Start by Raheem Kassam",0
Beijing holds surprise South China Sea drills in response to US patrol by RT,1
Chart Of The Day: The “Trump Rally” Is All Dow—Mind The Divergences by David Stockman,1
Comment on Why You Should Become a Minimalist by How Effective Are Books On Fitness? by How Effective Are Books On Fitness?,0
"Blame Government, Not Markets, for Monopoly by Ron Paul",1
E.U. Countries Warn Britain on ‘Brexit’: You’ll Pay if You Leave Us - The New York Times by Steven Erlanger,0
Julie Taymor to Direct Clive Owen in ‘M. Butterfly’ - The New York Times by Michael Paulson,1
BREXIT! PM Signs Official Letter to Brussels Beginning Britain’s Departure from the European Union by Breitbart London,1
Donald Trump: Wall Construction Will Start ’as Soon as We Can Physically Do It’ - Breitbart by Charlie Spiering,1
"Bishop Irate Over Mafia Kingpin’s Role as ‘Godfather’ in Baptism by Thomas D. Williams, Ph.D.",1
Study: Swift birds fly non-stop for 10 months every year by no author,1
A Guy Explains The Entire Bible In One Post And Nails It by Eddy Lavine,1
GOD Has Chosen Trump by Dave Hodges,0
The Destruction Of Our Nation And The Ballot Box by Brandon Ward,0
Catholic Bishop: Churches Should Not Shield Illegal Immigrants by John Binder,1
How Tech Companies Disrupted Silicon Valley’s Restaurant Scene - The New York Times by Nicole Perlroth,0
Obama slams Trump's 'rigged' election claims as 'dangerous' by no author,1
Seeking a Fresh Start Without Limitations - The New York Times by Emily Palmer,0
U.S. Intelligence Community’s Counter-Coup against Hillary Clinton’s Coup by BareNakedIslam,1
Report: FCC Chairman Pai Planning a Fast Repeal of Net Neutrality by Sean Moran,1
80 Western-backed NGOs Ask UN To Drop Russia From Human Rights Council by Whitney Webb,1
Liberals Explode with Vitriol as #NotMySuperBowlChamps Trends on Social Media - Breitbart by Warner Todd Huston,0
no title by A. Maren,1
BREAKING! — Hillary Clinton looks like a goner! by Admin,1
Roger Goodell’s Power Play - The New York Times by Ken Belson,0
Worrying About Trump’s Reactionaries by Consortiumnews.com,0
FACEBOOK FACES HIGH PROFILE LAWSUIT REGARDING FACIAL RECOGNITION TECHNOLOGY ‘DEEPFACE’ by Iron Sheik,1
New State Department Documents Reveal More Clinton-Abedin Email Exchanges of Classified Information on Unsecure Server by no author,0
‘Right Before Hitler Killed Himself’: Trump Insider Describes The Trump Campaign’s Final Days by J M Landers,1
Border Patrol K9 Finds 30 Pounds of Meth by Bob Price,1
Fastest electric commuter ferry unveiled in Sweden by no author,1
Obama's DOJ Hasn't Approved Warrant for FBI of New Hillary Emails by Daniel Greenfield,1
Vatican and Rome’s Jewish Museum Team Up for Menorah Exhibit - The New York Times by Elisabetta Povoledo,0
